,week,state,Population,deaths,cases,negatives,Date,death_SMA,deaths_per_100000,cases_per_100000,positive_test_rate,timestamp
422,19,IL,12671821,788,16242,94429,2020-05-10,736.5,0.8303012306935659,18.310594146537536,0.14675931364133332,2020-05-10
421,19,ID,1787065,4,169,2166,2020-05-10,5.5,0.04396674355517487,1.3509781201499185,0.07237687366167024,2020-05-10
425,19,KY,4467673,56,1561,27713,2020-05-10,49.5,0.1582799048056689,4.991412755588871,0.05332376853180296,2020-05-10
495,20,OK,3956971,16,721,26783,2020-05-17,25.0,0.09025662739071304,2.603001133948164,0.02621436881908086,2020-05-17
486,20,NC,10488084,112,3748,53061,2020-05-17,118.5,0.16140766443681637,5.105113302187239,0.06597546163460015,2020-05-17
487,20,ND,762062,8,408,9943,2020-05-17,9.0,0.16871518140443767,7.648421557001174,0.03941648149937204,2020-05-17
488,20,NE,1934408,27,1986,18085,2020-05-17,23.5,0.1735488509736755,14.666724171647642,0.09894873200139505,2020-05-17
489,20,NH,1359711,40,545,10754,2020-05-17,43.5,0.45702989196128546,5.726006692388519,0.048234357022745374,2020-05-17
490,20,NJ,8882190,1147,7802,167316,2020-05-17,1316.5,2.1173992964733763,12.54838534833671,0.04455281581562147,2020-05-17
491,20,NM,2096829,65,1075,29680,2020-05-17,57.0,0.3883414977023469,7.323984386491629,0.03495366607055763,2020-05-17
492,20,NV,3080156,36,759,21069,2020-05-17,44.0,0.20407129657440357,3.520229865908462,0.03477185266630017,2020-05-17
493,20,NY,19453561,1141,14726,215672,2020-05-17,1715.0,1.2594095240454948,10.814031866527088,0.06391548537747724,2020-05-17
494,20,OH,11689100,284,3842,55758,2020-05-17,293.5,0.3586980300328633,4.695461095012814,0.06446308724832214,2020-05-17
497,20,PA,12801989,711,5623,42898,2020-05-17,987.0,1.1013913541091154,6.274694614139368,0.1158879660353249,2020-05-17
485,20,MT,1068778,0,10,5171,2020-05-17,0.0,0.0,0.1336640002480804,0.0019301293186643506,2020-05-17
499,20,SC,5148714,49,1163,34866,2020-05-17,52.5,0.14566744239435322,3.22688067627872,0.032279552582641764,2020-05-17
500,20,SD,884659,10,470,4195,2020-05-17,11.5,0.18570512964398067,7.589687907188774,0.1007502679528403,2020-05-17
501,20,TN,6829174,55,2403,61008,2020-05-17,44.0,0.09204208716477698,5.026753078567252,0.03789563324975162,2020-05-17
502,20,TX,28995881,248,8915,139664,2020-05-17,234.5,0.11553365114169148,4.392249466644688,0.060001749910821855,2020-05-17
503,20,UT,3205958,13,987,20970,2020-05-17,15.0,0.06683983829036884,4.398061359506269,0.04495149610602541,2020-05-17
504,20,VA,8535519,170,6307,40999,2020-05-17,174.5,0.2920568910756502,10.555890040195564,0.13332346848179935,2020-05-17
505,20,VT,623989,1,14,4196,2020-05-17,1.0,0.022894176477012067,0.320518470678169,0.00332541567695962,2020-05-17
506,20,WA,7614893,79,1570,35758,2020-05-17,85.0,0.1594619536066645,2.9453560842642736,0.042059579939991425,2020-05-17
507,20,WI,5822434,53,2563,34511,2020-05-17,57.0,0.13985314634493312,6.288484457580062,0.06913200625775476,2020-05-17
508,20,WV,1792147,13,130,12716,2020-05-17,8.5,0.0677559214889021,1.0362670345361498,0.010119881675229644,2020-05-17
509,20,WY,578759,1,92,4928,2020-05-17,0.5,0.012341677870853229,2.270868728236994,0.018326693227091632,2020-05-17
498,20,RI,1059361,77,1427,11662,2020-05-17,89.5,1.2069270329674477,19.243406436251938,0.10902284360913744,2020-05-17
484,20,MS,2976149,91,1795,29729,2020-05-17,109.0,0.5232072914168132,8.616120074249356,0.05694074356046187,2020-05-17
496,20,OR,4217737,10,395,18454,2020-05-17,14.0,0.04741879353786165,1.3378873891039536,0.020956018886943605,2020-05-17
482,20,MN,5639632,153,4464,41960,2020-05-17,156.0,0.3951625617720143,11.30772869070687,0.09615716008960883,2020-05-17
459,20,AK,731545,0,19,7268,2020-05-17,0.5,0.009764070758267972,0.3710346888141829,0.002607383010841224,2020-05-17
460,20,AL,4903185,95,1994,26935,2020-05-17,99.0,0.288442250146734,5.809634816086745,0.06892737391544816,2020-05-17
461,20,AR,3017804,10,1012,18645,2020-05-17,11.0,0.052071922875990995,4.790616904591173,0.0514829322887521,2020-05-17
462,20,AZ,7278717,144,2818,38566,2020-05-17,159.0,0.31206441621903575,5.530802043429199,0.06809394935240673,2020-05-17
463,20,CA,39512223,516,12159,267420,2020-05-17,523.0,0.1890915773437645,4.396108009412682,0.04349039090918846,2020-05-17
464,20,CO,5758736,-93,2235,17666,2020-05-17,18.0,0.04465265592012851,5.5443714434159554,0.11230591427566454,2020-05-17
465,20,CT,3565287,441,3865,36550,2020-05-17,486.0,1.9473487387851645,15.48663143087379,0.0956328096003959,2020-05-17
466,20,DC,705749,60,851,6105,2020-05-17,66.0,1.3359666720847536,17.225873302183718,0.12234042553191489,2020-05-17
467,20,DE,973764,80,1223,8603,2020-05-17,73.0,1.0709547106456418,17.94215905643315,0.12446570323631183,2020-05-17
468,20,FL,21477737,258,4982,107852,2020-05-17,323.0,0.2148404049405072,3.3137303325498664,0.04415335803038092,2020-05-17
469,20,GA,10617423,201,4260,103368,2020-05-17,214.5,0.28860917703718825,5.731818620878423,0.039580778236146724,2020-05-17
470,20,HI,1415872,0,8,4396,2020-05-17,0.5,0.005044846668948283,0.08071754670317252,0.0018165304268846503,2020-05-17
483,20,MO,6137428,112,945,29764,2020-05-17,121.0,0.28164426997293146,2.1996184721026464,0.030772737633918395,2020-05-17
471,20,IA,3155070,86,2692,23375,2020-05-17,83.5,0.3780762844745577,12.18899829707197,0.10327233667088656,2020-05-17
472,20,ID,1787065,6,189,4341,2020-05-17,5.0,0.039969766868340785,1.510857187623282,0.041721854304635764,2020-05-17
473,20,IL,12671821,771,16450,135510,2020-05-17,779.5,0.8787777451807665,18.545085193359345,0.1082521716241116,2020-05-17
474,20,IN,6732219,243,3652,33562,2020-05-17,252.5,0.5358029584514196,7.749514472334988,0.09813511044230666,2020-05-17
475,20,KS,2913314,15,938,8149,2020-05-17,19.0,0.09316832014282408,4.599572857577315,0.10322438648618906,2020-05-17
476,20,KY,4467673,30,1248,41514,2020-05-17,43.0,0.13749567488169218,3.9905721454035303,0.02918479023432019,2020-05-17
477,20,LA,4648794,205,2832,46466,2020-05-17,261.0,0.8020513338666821,8.702717921495953,0.057446549555762914,2020-05-17
478,20,MA,6892503,818,8217,64220,2020-05-17,896.5,1.858126555351932,17.030926832489484,0.11343650344437235,2020-05-17
479,20,MD,6045680,351,6217,28778,2020-05-17,359.0,0.8483034875434077,14.690536997374277,0.17765395056436634,2020-05-17
480,20,ME,1344212,6,251,0,2020-05-17,6.5,0.06907923962674255,2.667521407124981,1.0,2020-05-17
481,20,MI,9986857,315,5245,96131,2020-05-17,377.5,0.539995430279731,7.502717965078645,0.051738083964646464,2020-05-17
547,21,OR,4217737,11,304,17535,2020-05-24,10.5,0.035564095153396244,1.0296652311078531,0.017041313974998598,2020-05-24
546,21,OK,3956971,23,727,36781,2020-05-24,19.5,0.07040016936475617,2.624662724521935,0.019382531726565,2020-05-24
545,21,OH,11689100,344,3988,56103,2020-05-24,314.0,0.38375189584435804,4.873893505182484,0.06636601154915045,2020-05-24
544,21,NY,19453561,772,11394,275036,2020-05-24,956.5,0.7024053701163357,8.367179076952985,0.03977935272143281,2020-05-24
543,21,NV,3080156,33,913,28731,2020-05-24,34.5,0.16001044845038462,4.234479403918874,0.030798812575900687,2020-05-24
542,21,NM,2096829,52,1005,39223,2020-05-24,58.5,0.39856101079977707,6.847073775278221,0.02498259918464751,2020-05-24
540,21,NH,1359711,37,533,14254,2020-05-24,38.5,0.4044977204714826,5.599929480812992,0.03604517481571651,2020-05-24
539,21,NE,1934408,24,1769,15796,2020-05-24,25.5,0.18831896595015854,13.064166696699234,0.10071164247082266,2020-05-24
538,21,ND,762062,10,440,9749,2020-05-24,9.0,0.16871518140443767,8.248297757550286,0.04318382569437629,2020-05-24
548,21,PA,12801989,706,5479,57712,2020-05-24,708.5,0.7906137531776174,6.114005298038342,0.08670538526055925,2020-05-24
541,21,NJ,8882190,806,7820,108422,2020-05-24,976.5,1.5705586122341448,12.577335737502318,0.06727344677483181,2020-05-24
549,21,RI,1059361,109,1101,10156,2020-05-24,93.0,1.2541252968265102,14.847225288236427,0.09780580971839745,2020-05-24
555,21,VA,8535519,162,5856,47868,2020-05-24,166.0,0.2778306241751171,9.801061055237867,0.1090015635470181,2020-05-24
551,21,SD,884659,6,576,5770,2020-05-24,8.0,0.12918617714363873,9.301404754341988,0.09076583674755752,2020-05-24
552,21,TN,6829174,38,2757,55539,2020-05-24,46.5,0.0972717512082302,5.76727350712023,0.04729312474269247,2020-05-24
553,21,TX,28995881,170,7564,105626,2020-05-24,209.0,0.10297029035656083,3.7266376854403167,0.06682569131548724,2020-05-24
554,21,UT,3205958,17,1154,21793,2020-05-24,15.0,0.06683983829036884,5.142211559139042,0.05028979823070554,2020-05-24
537,21,NC,10488084,85,4710,83002,2020-05-24,98.5,0.13416586453186846,6.415443877615233,0.05369846771251368,2020-05-24
556,21,VT,623989,0,17,6658,2020-05-24,0.5,0.011447088238506034,0.38920100010920516,0.002546816479400749,2020-05-24
557,21,WA,7614893,55,1744,40161,2020-05-24,67.0,0.12569353990172377,3.271784083412034,0.04161794535258322,2020-05-24
558,21,WI,5822434,57,2996,46532,2020-05-24,55.0,0.13494601840300563,7.350877657007362,0.0604910353739299,2020-05-24
559,21,WV,1792147,5,269,9935,2020-05-24,9.0,0.07174156392942575,2.144275633001725,0.026362210897687182,2020-05-24
560,21,WY,578759,4,84,2890,2020-05-24,2.5,0.06170838935426613,2.0734018823033424,0.02824478816408877,2020-05-24
550,21,SC,5148714,55,1280,42181,2020-05-24,52.0,0.14428013341916893,3.5515109764718504,0.029451692321851776,2020-05-24
536,21,MT,1068778,0,11,6485,2020-05-24,0.0,0.0,0.1470304002728884,0.0016933497536945814,2020-05-24
535,21,MS,2976149,104,1956,22820,2020-05-24,97.5,0.46800652213889254,9.388930844140244,0.07894736842105263,2020-05-24
534,21,MO,6137428,87,1199,4165,2020-05-24,99.5,0.23160004018435268,2.7908386751863206,0.22352721849366144,2020-05-24
510,21,AK,731545,0,12,8844,2020-05-24,0.0,0.0,0.2343376981984313,0.0013550135501355014,2020-05-24
511,21,AL,4903185,63,2556,26893,2020-05-24,79.0,0.2301710885009292,7.447054458333861,0.08679411864579442,2020-05-24
512,21,AR,3017804,18,1163,22233,2020-05-24,14.0,0.06627335638762491,5.505422391343413,0.04970935202598735,2020-05-24
513,21,AZ,7278717,120,2402,29478,2020-05-24,132.0,0.2590723455403316,4.714331621120276,0.07534504391468005,2020-05-24
514,21,CA,39512223,513,13871,333631,2020-05-24,514.5,0.18601838727221193,5.015084645000684,0.039916317028391206,2020-05-24
515,21,CO,5758736,210,2236,19577,2020-05-24,58.5,0.14512113174041766,5.54685214652263,0.10250767890707377,2020-05-24
516,21,CT,3565287,285,3049,40480,2020-05-24,363.0,1.454501218475339,12.217008857111042,0.07004525718486526,2020-05-24
517,21,DC,705749,44,843,14622,2020-05-24,52.0,1.052579802248594,17.063937947991626,0.0545101842870999,2020-05-24
519,21,FL,21477737,267,4934,214164,2020-05-24,262.5,0.1745994002999478,3.2818035850664478,0.022519603099982657,2020-05-24
520,21,GA,10617423,218,5137,125642,2020-05-24,209.5,0.28188169039296473,6.911819778275226,0.03928000672890908,2020-05-24
521,21,HI,1415872,0,4,7894,2020-05-24,0.0,0.0,0.04035877335158626,0.0005064573309698658,2020-05-24
522,21,IA,3155070,103,2601,24914,2020-05-24,94.5,0.4278827411119246,11.776963064890115,0.09453025622387788,2020-05-24
518,21,DE,973764,39,1139,9866,2020-05-24,59.5,0.872901442238571,16.709827608566933,0.10349840981372103,2020-05-24
524,21,IL,12671821,679,16113,149864,2020-05-24,725.0,0.8173365814702446,18.165164603075933,0.09707971586424625,2020-05-24
533,21,MN,5639632,147,5105,48497,2020-05-24,150.0,0.3799640017038599,12.9314415246547,0.09523898362001418,2020-05-24
523,21,ID,1787065,6,207,4527,2020-05-24,6.0,0.04796372024200895,1.6547483483493086,0.043726235741444866,2020-05-24
531,21,ME,1344212,8,368,13358,2020-05-24,7.0,0.07439302729033813,3.9109477204063476,0.0268104327553548,2020-05-24
530,21,MD,6045680,251,7509,37927,2020-05-24,301.0,0.7112516706143891,17.743484367586206,0.16526542829474425,2020-05-24
529,21,MA,6892503,575,6665,64882,2020-05-24,696.5,1.443597485557859,13.814181250887481,0.09315554810124813,2020-05-24
532,21,MI,9986857,244,3179,103539,2020-05-24,279.5,0.3998111861276418,4.547405226117257,0.02978878914522386,2020-05-24
528,21,LA,4648794,199,2737,48129,2020-05-24,202.0,0.6207447105021829,8.410783527942947,0.05380804466637833,2020-05-24
527,21,KY,4467673,57,883,39288,2020-05-24,43.5,0.13909446179892115,2.8234576958263764,0.02198103109208135,2020-05-24
526,21,KS,2913314,13,1072,13770,2020-05-24,14.0,0.06865034115787037,5.256654694374076,0.07222746260611777,2020-05-24
525,21,IN,6732219,225,3598,39960,2020-05-24,234.0,0.4965461080302264,7.634926908943396,0.08260250700215804,2020-05-24
598,22,OR,4217737,5,316,16690,2020-05-31,8.0,0.02709645345020666,1.070309911283163,0.018581677055157002,2020-05-31
590,22,NE,1934408,23,1916,16021,2020-05-31,23.5,0.1735488509736755,14.149770147470734,0.10681830852427943,2020-05-31
591,22,NH,1359711,34,456,10285,2020-05-31,35.5,0.3729784175776008,4.790934039870026,0.0424541476585048,2020-05-31
592,22,NJ,8882190,593,6291,136047,2020-05-31,699.5,1.125044290074536,10.118161013379423,0.0441976141297475,2020-05-31
593,22,NM,2096829,39,746,25377,2020-05-31,45.5,0.30999189728871546,5.082504513788609,0.028557210121349003,2020-05-31
594,22,NV,3080156,36,823,31456,2020-05-31,34.5,0.16001044845038462,3.8170608427439574,0.025496452802131416,2020-05-31
595,22,NY,19453561,514,9255,354744,2020-05-31,643.0,0.47218677781997265,6.796405332385454,0.025425894027181394,2020-05-31
596,22,OH,11689100,186,3602,62753,2020-05-31,265.0,0.32386704585590725,4.402147544048973,0.05428377665586617,2020-05-31
597,22,OK,3956971,23,469,31757,2020-05-31,23.0,0.083036097199456,1.6932143298497766,0.014553466145348476,2020-05-31
589,22,ND,762062,11,238,6393,2020-05-31,10.5,0.19683437830517728,4.461579241584018,0.035892022319408835,2020-05-31
599,22,PA,12801989,431,4833,54729,2020-05-31,568.5,0.6343880291905087,5.393135171640684,0.08114233907524931,2020-05-31
611,22,WY,578759,4,65,4269,2020-05-31,4.0,0.09873342296682583,1.6044181232109196,0.014997692662667282,2020-05-31
601,22,SC,5148714,59,1765,34504,2020-05-31,57.0,0.15815322317101208,4.897200682400637,0.04866414844633158,2020-05-31
602,22,SD,884659,12,430,8793,2020-05-31,9.0,0.14533444928659356,6.9437570214705815,0.04662257399978315,2020-05-31
603,22,TN,6829174,28,2861,49540,2020-05-31,33.0,0.06903156537358272,5.984827531327885,0.054598194690941015,2020-05-31
604,22,TX,28995881,166,8939,179381,2020-05-31,168.0,0.0827703769373312,4.404073806207164,0.047467077315208155,2020-05-31
605,22,UT,3205958,16,1405,19745,2020-05-31,16.5,0.07352382211940571,6.260664853197881,0.06643026004728132,2020-05-31
606,22,VA,8535519,204,8363,62943,2020-05-31,183.0,0.30628315797618333,13.996972951665688,0.11728325807084958,2020-05-31
607,22,VT,623989,1,24,5637,2020-05-31,0.5,0.011447088238506034,0.5494602354482897,0.0042395336512983575,2020-05-31
608,22,WA,7614893,63,1791,38262,2020-05-31,59.0,0.11068535603286123,3.3599571636416017,0.04471575162909145,2020-05-31
609,22,WI,5822434,82,3311,63897,2020-05-31,69.5,0.17052269598197986,8.12375030786094,0.04926496845613618,2020-05-31
610,22,WV,1792147,3,251,11677,2020-05-31,4.0,0.03188513952418922,2.0007925051428734,0.021042924211938298,2020-05-31
588,22,NC,10488084,142,5367,74266,2020-05-31,113.5,0.15459721446057942,7.310337004492773,0.06739668227995932,2020-05-31
600,22,RI,1059361,110,847,8866,2020-05-31,109.5,1.4766313978763748,11.421979853893054,0.08720271800679502,2020-05-31
587,22,MT,1068778,1,36,6381,2020-05-31,0.5,0.00668320001240402,0.48119040089308934,0.005610098176718092,2020-05-31
567,22,CT,3565287,251,1733,34177,2020-05-31,268.0,1.0738466296181566,6.9439410788368106,0.04825953773322195,2020-05-31
585,22,MO,6137428,91,1159,40783,2020-05-31,89.0,0.20715983493876775,2.697733131393616,0.027633398502694195,2020-05-31
561,22,AK,731545,0,53,8135,2020-05-31,0.0,0.0,1.0349915003764047,0.006472887151929653,2020-05-31
586,22,MS,2976149,109,2249,31686,2020-05-31,106.5,0.5112071241824826,10.795350444003788,0.06627375865625461,2020-05-31
562,22,AL,4903185,80,3576,28178,2020-05-31,71.5,0.20831940288375236,10.418883702269909,0.11261573345090382,2020-05-31
563,22,AR,3017804,17,1331,19603,2020-05-31,17.5,0.08284169548453114,6.300702667994911,0.06358077768223942,2020-05-31
564,22,AZ,7278717,106,3597,37968,2020-05-31,113.0,0.22178162913679897,7.059721415974036,0.08653915553951642,2020-05-31
565,22,CA,39512223,439,17873,344230,2020-05-31,476.0,0.17209864400694438,6.462014841042262,0.049358884074420815,2020-05-31
566,22,CO,5758736,93,2204,33864,2020-05-31,151.5,0.3758265206610815,5.467469647109068,0.061106798269934565,2020-05-31
569,22,DE,973764,37,689,8112,2020-05-31,38.0,0.5574832740347178,10.108051994997908,0.07828655834564253,2020-05-31
570,22,FL,21477737,218,5415,144818,2020-05-31,242.5,0.1612965888485232,3.601736200473209,0.036044011635259894,2020-05-31
571,22,GA,10617423,218,4148,-20577,2020-05-31,218.0,0.2933184176881447,5.581122920047818,-0.25248037007730234,2020-05-31
572,22,HI,1415872,0,8,5040,2020-05-31,0.0,0.0,0.08071754670317252,0.001584786053882726,2020-05-31
568,22,DC,705749,39,835,-6343,2020-05-31,41.5,0.840039649871474,16.902002593799534,-0.15159767610748004,2020-05-31
574,22,ID,1787065,3,213,5078,2020-05-31,4.5,0.03597279018150671,1.7027120685913175,0.04025704025704026,2020-05-31
584,22,MN,5639632,172,3201,55567,2020-05-31,159.5,0.4040283884784377,8.10843179636037,0.05446841818676831,2020-05-31
573,22,IA,3155070,80,2300,26240,2020-05-31,91.5,0.41429916202900635,10.414077296903985,0.0805886475122635,2020-05-31
582,22,ME,1344212,11,270,11834,2020-05-31,9.5,0.10096196560831604,2.8694453383416136,0.022306675479180436,2020-05-31
581,22,MD,6045680,255,6465,55054,2020-05-31,253.0,0.5978294772938221,15.276551662863872,0.10508948454948877,2020-05-31
580,22,MA,6892503,474,4290,56190,2020-05-31,524.5,1.0871024855349563,8.891648547082864,0.07093253968253968,2020-05-31
579,22,LA,4648794,101,2747,56326,2020-05-31,150.0,0.46094904245211615,8.44151346410642,0.04650178592588831,2020-05-31
583,22,MI,9986857,178,2111,100105,2020-05-31,211.0,0.3018252603682735,3.019683055153674,0.020652344055725132,2020-05-31
577,22,KS,2913314,23,761,17754,2020-05-31,18.0,0.08826472434583335,3.7316364015099546,0.04110180934377532,2020-05-31
576,22,IN,6732219,158,3198,37547,2020-05-31,191.5,0.4063614516572152,6.7861301430797605,0.07848815805620321,2020-05-31
575,22,IL,12671821,534,9956,140382,2020-05-31,606.5,0.6837443264299357,11.224004144990008,0.06622410834253482,2020-05-31
578,22,KY,4467673,40,1133,42764,2020-05-31,48.5,0.15508233097121096,3.6228511544408657,0.025810419846458755,2020-05-31
640,23,ND,762062,11,283,7609,2020-06-07,11.0,0.20620744393875715,5.3051551486062065,0.0358590978205778,2020-06-07
649,23,OR,4217737,11,565,18634,2020-06-07,8.0,0.02709645345020666,1.9136870249208453,0.02942861607375384,2020-06-07
641,23,NE,1934408,18,1638,16989,2020-06-07,20.5,0.15139367850895097,12.096724165739596,0.08793686583990981,2020-06-07
642,23,NH,1359711,41,474,13255,2020-06-07,37.5,0.39399128617352197,4.980049857233317,0.03452545706169422,2020-06-07
643,23,NJ,8882190,496,3719,210561,2020-06-07,544.5,0.8757492722595924,5.981472072605003,0.01735579615456412,2020-06-07
644,23,NM,2096829,40,1251,33520,2020-06-07,39.5,0.26911384489899476,8.52307392325677,0.0359782577435219,2020-06-07
645,23,NV,3080156,21,1056,32081,2020-06-07,28.5,0.13218254437205687,4.8977111177856845,0.03186770075746145,2020-06-07
646,23,NY,19453561,354,7327,426690,2020-06-07,434.0,0.31870771628906397,5.3805793485022395,0.016881827209533268,2020-06-07
647,23,OH,11689100,222,2963,75153,2020-06-07,204.0,0.2493165183192645,3.6212002146077475,0.037930769624660764,2020-06-07
648,23,OK,3956971,14,644,27898,2020-06-07,18.5,0.06678990426912765,2.3250107215847677,0.022563240137341463,2020-06-07
650,23,PA,12801989,388,3666,61062,2020-06-07,409.5,0.4569602426622925,4.090882172405285,0.056637004078605856,2020-06-07
662,23,WY,578759,1,44,4314,2020-06-07,2.5,0.06170838935426613,1.0860676526350839,0.010096374483708122,2020-06-07
652,23,SC,5148714,52,2425,35218,2020-06-07,55.5,0.15399129624545912,6.728448529643935,0.06442100788991313,2020-06-07
653,23,SD,884659,3,445,12487,2020-06-07,7.5,0.12111204107216131,7.185981103614904,0.03441076399628828,2020-06-07
654,23,TN,6829174,54,3375,59416,2020-06-07,41.0,0.08576649031263307,7.06004645866187,0.053749741204949755,2020-06-07
655,23,TX,28995881,158,10691,137890,2020-06-07,162.0,0.07981429204671223,5.267250594267904,0.07195401834689497,2020-06-07
656,23,UT,3205958,8,2269,24146,2020-06-07,12.0,0.05347187063229507,10.110639538723124,0.085898163922014,2020-06-07
657,23,VA,8535519,97,6074,58351,2020-06-07,150.5,0.2518886080623803,10.165922959275068,0.09428017074117191,2020-06-07
658,23,VT,623989,0,80,7316,2020-06-07,0.5,0.011447088238506034,1.8315341181609657,0.01081665765278529,2020-06-07
659,23,WA,7614893,35,2203,43962,2020-06-07,49.0,0.09192512619678307,4.132878632888022,0.047720134300877286,2020-06-07
660,23,WI,5822434,55,2648,75764,2020-06-07,68.5,0.16806913201101611,6.497037395111981,0.03377034127429475,2020-06-07
661,23,WV,1792147,9,134,14051,2020-06-07,6.0,0.04782770928628383,1.068152174060339,0.00944659851956292,2020-06-07
639,23,NC,10488084,110,6957,87980,2020-06-07,126.0,0.17162333940117186,9.476060096936132,0.07328017527412915,2020-06-07
651,23,RI,1059361,54,650,9750,2020-06-07,82.0,1.1057878961266003,8.765391859540125,0.0625,2020-06-07
638,23,MT,1068778,1,30,7550,2020-06-07,1.0,0.01336640002480804,0.4009920007442412,0.00395778364116095,2020-06-07
618,23,CT,3565287,127,1767,57210,2020-06-07,189.0,0.7573022873053418,7.080175352743592,0.02996083218881937,2020-06-07
636,23,MO,6137428,37,1406,41891,2020-06-07,64.0,0.14896887006832735,3.272659864313567,0.03247338152758852,2020-06-07
612,23,AK,731545,0,86,13123,2020-06-07,0.0,0.0,1.679420170422091,0.006510712393065334,2020-06-07
613,23,AL,4903185,61,2597,39416,2020-06-07,70.5,0.20540584480146212,7.5665103397077615,0.06181420036655321,2020-06-07
614,23,AR,3017804,21,2173,28585,2020-06-07,19.0,0.08994241224034809,10.286571673593496,0.07064828662461799,2020-06-07
615,23,AZ,7278717,138,6953,49462,2020-06-07,122.0,0.23944565269636708,13.646439534408527,0.12324736328990517,2020-06-07
616,23,CA,39512223,413,18229,399141,2020-06-07,426.0,0.15402105535075275,6.590727272274347,0.04367587512279272,2020-06-07
617,23,CO,5758736,93,1623,29485,2020-06-07,93.0,0.23070538892066397,4.026181142131587,0.05217307445030217,2020-06-07
619,23,DC,705749,23,531,7533,2020-06-07,31.0,0.6274994974943541,10.748459134500063,0.06584821428571429,2020-06-07
620,23,DE,973764,20,444,7882,2020-06-07,28.5,0.4181124555260383,6.513751938721439,0.05332692769637281,2020-06-07
621,23,FL,21477737,252,7431,187034,2020-06-07,235.0,0.15630803455423897,4.942659594776808,0.03821253181806495,2020-06-07
622,23,GA,10617423,138,4912,69447,2020-06-07,178.0,0.2394985245343567,6.609082879285168,0.06605790825589371,2020-06-07
623,23,HI,1415872,0,22,-587,2020-06-07,0.0,0.0,0.22197325343372445,-0.03893805309734513,2020-06-07
637,23,MS,2976149,83,1769,29643,2020-06-07,96.0,0.46080642179829423,8.491318335012318,0.05631605755762129,2020-06-07
625,23,ID,1787065,1,300,9044,2020-06-07,2.0,0.015987906747336314,2.398186012100447,0.03210616438356165,2020-06-07
626,23,IL,12671821,514,7497,137018,2020-06-07,524.0,0.590737060262632,8.451823932803343,0.05187696778881085,2020-06-07
627,23,IN,6732219,169,2823,39894,2020-06-07,163.5,0.34694567804676074,5.990383175082603,0.06608610155207528,2020-06-07
628,23,KS,2913314,24,674,18030,2020-06-07,23.5,0.11523450122928243,3.3050235671717596,0.03603507271171942,2020-06-07
629,23,KY,4467673,39,1583,33726,2020-06-07,39.5,0.1263041664610893,5.061759379946947,0.04483276218527854,2020-06-07
630,23,LA,4648794,145,2900,56056,2020-06-07,123.0,0.37797821481073524,8.911681487407579,0.04918922586335572,2020-06-07
631,23,MA,6892503,470,6471,53166,2020-06-07,472.0,0.9782886047140121,13.41208805318723,0.1085064641078525,2020-06-07
632,23,MD,6045680,153,5195,57727,2020-06-07,204.0,0.4820443216124099,12.275589464590537,0.08256253774514478,2020-06-07
633,23,ME,1344212,10,245,9115,2020-06-07,10.5,0.11158954093550719,2.6037559551618346,0.026175213675213676,2020-06-07
634,23,MI,9986857,109,1401,94064,2020-06-07,143.5,0.20526978607984475,2.004062510786498,0.014675535536584088,2020-06-07
635,23,MN,5639632,147,2666,67020,2020-06-07,159.5,0.4040283884784377,6.7532268569499365,0.03825732571822174,2020-06-07
624,23,IA,3155070,70,2115,29781,2020-06-07,75.0,0.33958947707295606,9.576423253457362,0.06630925507900677,2020-06-07
698,24,OH,11689100,180,2672,74524,2020-06-14,201.0,0.24565009893221648,3.2655575340640914,0.03461319239338826,2020-06-14
697,24,NY,19453561,292,5227,431530,2020-06-14,323.0,0.2371949132750407,3.838445237426123,0.011967753235780995,2020-06-14
696,24,NV,3080156,14,1524,33390,2020-06-14,17.5,0.08116472022845597,7.06828763589525,0.04365011170304176,2020-06-14
695,24,NM,2096829,39,783,28507,2020-06-14,39.5,0.26911384489899476,5.334585836858554,0.026732673267326732,2020-06-14
690,24,NC,10488084,113,8573,107331,2020-06-14,111.5,0.15187303447008463,11.677197529255922,0.07396638597459967,2020-06-14
693,24,NH,1359711,35,280,12132,2020-06-14,38.0,0.3992445033225023,2.941801603428964,0.022558814050918467,2020-06-14
692,24,NE,1934408,28,1090,15256,2020-06-14,23.0,0.16985632222955477,8.049712662183248,0.06668298054569925,2020-06-14
691,24,ND,762062,2,219,6728,2020-06-14,6.5,0.1218498532365383,4.105402747507983,0.031524399021160214,2020-06-14
699,24,OK,3956971,11,1081,27989,2020-06-14,12.5,0.04512831369535652,3.9026965683744312,0.03718610251117991,2020-06-14
694,24,NJ,8882190,464,2717,134474,2020-06-14,480.0,0.7720103777495029,4.369900409052915,0.01980450612649518,2020-06-14
700,24,OR,4217737,12,828,24654,2020-06-14,11.5,0.03895115183467207,2.804482932096389,0.032493524841064284,2020-06-14
706,24,TX,28995881,146,12876,182661,2020-06-14,152.0,0.0748874838956806,6.343758175268313,0.065849430031145,2020-06-14
702,24,RI,1059361,61,466,9053,2020-06-14,57.5,0.7754000491131648,6.284111702377997,0.04895472213467801,2020-06-14
703,24,SC,5148714,54,4509,5968,2020-06-14,53.0,0.14705475136953752,12.510752338212168,0.4303712894912666,2020-06-14
704,24,SD,884659,10,460,7799,2020-06-14,6.5,0.10496376892920646,7.428205185759226,0.05569681559510837,2020-06-14
