,week,state,Population,deaths,cases,negatives,Date,death_SMA,deaths_per_100000,cases_per_100000,positive_test_rate,timestamp
1070,31,WY,578759,1,333,4750,2020-08-02,1.0,0.024683355741706457,8.219557461988249,0.06551249262246704,2020-08-02
1047,31,NC,10488084,184,12506,187619,2020-08-02,167.5,0.22815007420393876,17.03429748056393,0.06249094316052467,2020-08-02
1059,31,RI,1059361,5,798,15190,2020-08-02,8.5,0.11462435508629394,10.761204159866184,0.049912434325744305,2020-08-02
1046,31,MT,1068778,15,851,21129,2020-08-02,12.0,0.16039680029769648,11.374806421111641,0.03871701546860783,2020-08-02
1045,31,MS,2976149,208,8249,30803,2020-08-02,174.0,0.8352116395094082,39.595751806397175,0.21123117894089932,2020-08-02
1044,31,MO,6137428,56,9913,65603,2020-08-02,62.0,0.1443135928786921,23.073881390427015,0.1312701943958896,2020-08-02
1021,31,AL,4903185,154,12150,44234,2020-08-02,170.0,0.49530487398934137,35.399730699826456,0.2154866628830874,2020-08-02
1022,31,AR,3017804,57,4550,32764,2020-08-02,50.5,0.23905746411250414,21.538840825978095,0.12193814654017258,2020-08-02
1023,31,AZ,7278717,460,16453,72872,2020-08-02,502.0,0.9852599807670186,32.291797736174814,0.1841925552756787,2020-08-02
1024,31,CA,39512223,940,55503,812333,2020-08-02,835.5,0.3020765064449623,20.06720806369209,0.06395563217013353,2020-08-02
1025,31,CO,5758736,30,3380,46044,2020-08-02,38.0,0.09426671805360462,8.384776500557464,0.06838782777597928,2020-08-02
1026,31,CT,3565287,19,1034,79890,2020-08-02,18.0,0.0721240273624135,4.143124682929753,0.012777420789876922,2020-08-02
1027,31,DC,705749,5,494,25100,2020-08-02,4.0,0.08096767709604567,9.999508121361641,0.019301398765335626,2020-08-02
1028,31,DE,973764,6,659,14259,2020-08-02,31.0,0.45478898671253287,9.667933620759973,0.04417482236224695,2020-08-02
1029,31,FL,21477737,1234,62555,271217,2020-08-02,1057.5,0.7033861554940753,41.607868517193275,0.18741835744160684,2020-08-02
1030,31,GA,10617423,342,25224,170471,2020-08-02,333.5,0.4487233591697076,33.93882462277872,0.128894453103043,2020-08-02
1031,31,HI,1415872,0,577,12012,2020-08-02,1.0,0.010089693337896565,5.821753055966319,0.045833664310112,2020-08-02
1020,31,AK,731545,4,740,35086,2020-08-02,3.0,0.05858442454960783,14.450824722236598,0.020655389940266847,2020-08-02
1033,31,ID,1787065,51,3287,14788,2020-08-02,39.0,0.31176418157305813,26.27612473924723,0.18185338865836792,2020-08-02
1034,31,IL,12671821,124,10558,256236,2020-08-02,113.0,0.12739177062915538,11.902675347810817,0.03957360360427896,2020-08-02
1035,31,IN,6732219,72,5485,62247,2020-08-02,76.5,0.16233238147142015,11.639125651905093,0.08098092482135476,2020-08-02
1036,31,KS,2913314,32,2703,11837,2020-08-02,29.5,0.14465607601122685,13.254419439265973,0.1859009628610729,2020-08-02
1037,31,KY,4467673,42,4106,51132,2020-08-02,36.0,0.11511265804048645,13.129238164284374,0.07433288678083928,2020-08-02
1038,31,LA,4648794,244,12173,134003,2020-08-02,232.0,0.7129345189926063,37.4075512917974,0.08327632443082311,2020-08-02
1039,31,MA,6892503,109,2821,90960,2020-08-02,103.5,0.21451879361843276,5.846932529445398,0.030080719975261513,2020-08-02
1040,31,MD,6045680,75,6526,99688,2020-08-02,69.0,0.16304440289831512,15.420692366875425,0.06144199446400663,2020-08-02
1041,31,ME,1344212,4,144,16612,2020-08-02,3.0,0.03188272598157348,1.5303708471155273,0.008593936500358081,2020-08-02
1042,31,MI,9986857,57,5100,225997,2020-08-02,45.5,0.06508554192775565,7.295302501792391,0.022068655153463696,2020-08-02
1043,31,MN,5639632,40,4794,-103827,2020-08-02,36.5,0.09245790708127258,12.143649494455362,-0.0484081063887795,2020-08-02
1032,31,IA,3155070,49,3292,30227,2020-08-02,41.0,0.1856422474665493,14.905714113655618,0.09821295384707181,2020-08-02
1106,32,OH,11689100,140,7817,143185,2020-08-09,181.0,0.2212073030185631,9.553466782851421,0.05176752625793036,2020-08-09
1105,32,NY,19453561,32,4562,474147,2020-08-09,48.0,0.0352487796817398,3.350102768918686,0.009529797852139818,2020-08-09
1104,32,NV,3080156,125,6025,29460,2020-08-09,111.5,0.5171352174555909,27.94385367865412,0.1697900521347048,2020-08-09
1103,32,NM,2096829,31,1299,52075,2020-08-09,35.5,0.2418618099725143,8.850098342374535,0.024337692509461537,2020-08-09
1098,32,NC,10488084,199,10999,162039,2020-08-09,191.5,0.2608402340898762,14.981627857726101,0.06356407263144512,2020-08-09
1101,32,NH,1359711,3,218,11405,2020-08-09,5.0,0.05253217148980293,2.290402676955408,0.018755914996128366,2020-08-09
1100,32,NE,1934408,13,1854,20577,2020-08-09,14.5,0.10708333357950192,13.691896583199764,0.08265347064330614,2020-08-09
1099,32,ND,762062,7,940,11493,2020-08-09,6.5,0.1218498532365383,17.621363391130153,0.07560524410842114,2020-08-09
1107,32,OK,3956971,53,5341,51024,2020-08-09,53.5,0.19314918261612588,19.282425875751933,0.09475738490197817,2020-08-09
1102,32,NJ,8882190,60,2423,153551,2020-08-09,79.0,0.12706004133793902,3.8970440526813452,0.015534640388782746,2020-08-09
1108,32,OR,4217737,30,2175,31205,2020-08-09,33.5,0.11346639882274039,7.366848281774936,0.06515877771120432,2020-08-09
1114,32,TX,28995881,1622,55877,222208,2020-08-09,1710.5,0.8427305342339585,27.52952590551938,0.20093496592768398,2020-08-09
1110,32,RI,1059361,8,884,14590,2020-08-09,6.5,0.08765391859540124,11.920932928974569,0.057128085821377794,2020-08-09
1111,32,SC,5148714,254,8647,55080,2020-08-09,270.0,0.7491468465995308,23.99212141683757,0.13568816984951435,2020-08-09
1112,32,SD,884659,11,650,6294,2020-08-09,11.5,0.18570512964398067,10.496376892920646,0.09360599078341014,2020-08-09
1113,32,TN,6829174,150,13085,137737,2020-08-09,128.0,0.2677587990248057,27.372061603434243,0.08675790004110806,2020-08-09
1115,32,UT,3205958,25,2952,29190,2020-08-09,31.0,0.1381356658000956,13.154080175544587,0.09184244913197685,2020-08-09
1116,32,VA,8535519,108,8304,95928,2020-08-09,124.0,0.2075361289018947,13.898225922591399,0.07966843195947501,2020-08-09
1117,32,VT,623989,1,33,5907,2020-08-09,1.0,0.022894176477012067,0.7555078237413984,0.005555555555555556,2020-08-09
1118,32,WA,7614893,96,4330,88582,2020-08-09,97.0,0.1819742294099583,8.123179519021852,0.04660323747201653,2020-08-09
1119,32,WI,5822434,50,5845,89076,2020-08-09,53.0,0.13003889046107814,14.341081410283055,0.06157752236069995,2020-08-09
1120,32,WV,1792147,22,840,31020,2020-08-09,18.0,0.1434831278588515,6.695879300079737,0.026365348399246705,2020-08-09
1097,32,MT,1068778,14,759,14892,2020-08-09,14.5,0.19381280035971657,10.1450976188293,0.04849530381445275,2020-08-09
1109,32,PA,12801989,105,5262,97379,2020-08-09,98.0,0.109358006790976,5.871855425858323,0.05126606326906402,2020-08-09
1096,32,MS,2976149,193,6620,25352,2020-08-09,200.5,0.9624134121933122,31.776442836507375,0.20705617415238334,2020-08-09
1121,32,WY,578759,2,242,3052,2020-08-09,1.5,0.037025033612559675,5.973372089492962,0.0734669095324833,2020-08-09
1094,32,MN,5639632,44,4951,71681,2020-08-09,42.0,0.10638992047708078,12.541345149572068,0.06460747468420504,2020-08-09
1071,32,AK,731545,2,445,34384,2020-08-09,3.0,0.05858442454960783,8.690022974858495,0.01277670906428551,2020-08-09
1072,32,AL,4903185,141,9890,46491,2020-08-09,147.5,0.42974981713781085,28.8150894338505,0.17541370319788582,2020-08-09
1073,32,AR,3017804,86,6210,43040,2020-08-09,71.5,0.3384674986939415,29.396967369082187,0.12609137055837563,2020-08-09
1074,32,AZ,7278717,385,8456,57679,2020-08-09,422.5,0.8292277726575008,16.596331468856395,0.12785968095562109,2020-08-09
1075,32,CA,39512223,937,44998,745146,2020-08-09,938.5,0.33931633907671704,16.269106687026227,0.0569491130730601,2020-08-09
1076,32,CO,5758736,45,2944,41684,2020-08-09,37.5,0.09302636650026772,7.3031899460476835,0.06596755400197185,2020-08-09
1077,32,CT,3565287,9,510,70127,2020-08-09,14.0,0.056096465726321605,2.0435141086017157,0.007220012174922491,2020-08-09
1078,32,DC,705749,5,479,20271,2020-08-09,5.0,0.10120959637005711,9.69587933225147,0.02308433734939759,2020-08-09
1079,32,DE,973764,6,626,12582,2020-08-09,6.0,0.088023674847587,9.183803409098244,0.047395517867958814,2020-08-09
1080,32,FL,21477737,1109,45191,218992,2020-08-09,1171.5,0.7792121807671956,30.058367615066448,0.1710594549989969,2020-08-09
1081,32,GA,10617423,359,23419,186989,2020-08-09,350.5,0.4715968137600675,31.510201944214035,0.11130280217482225,2020-08-09
1095,32,MO,6137428,48,5539,44734,2020-08-09,52.0,0.12103720693051598,12.89279017669477,0.11017842579515844,2020-08-09
1083,32,IA,3155070,54,3297,31395,2020-08-09,51.5,0.23318477425676318,14.928353412127148,0.0950363196125908,2020-08-09
1084,32,ID,1787065,38,3381,17151,2020-08-09,44.5,0.355730925128233,27.02755635637204,0.1646697837521917,2020-08-09
1085,32,IL,12671821,131,12156,283529,2020-08-09,127.5,0.14373850225856025,13.70419790945144,0.04111131778751036,2020-08-09
1086,32,IN,6732219,66,6471,65611,2020-08-09,69.0,0.146417442111477,13.731409679758954,0.08977275880247496,2020-08-09
1087,32,KS,2913314,22,2826,21179,2020-08-09,27.0,0.13239708651875004,13.857561722295836,0.11772547385961259,2020-08-09
1088,32,KY,4467673,31,3797,47906,2020-08-09,36.5,0.11671144495771546,12.141187849436864,0.07343867860665726,2020-08-09
1089,32,LA,4648794,256,11652,149479,2020-08-09,250.0,0.7682484040868603,35.80652161768038,0.0723138316028573,2020-08-09
1090,32,MA,6892503,97,2582,102817,2020-08-09,103.0,0.21348247094394757,5.351570291041482,0.024497386123208,2020-08-09
1091,32,MD,6045680,70,5229,89330,2020-08-09,72.5,0.1713147711612731,12.355930184859272,0.055298808151524444,2020-08-09
1092,32,ME,1344212,2,84,16828,2020-08-09,3.0,0.03188272598157348,0.8927163274840575,0.004966887417218543,2020-08-09
1093,32,MI,9986857,62,4965,194526,2020-08-09,59.5,0.08511186252091123,7.102191553215534,0.024888340827405746,2020-08-09
1082,32,HI,1415872,5,1149,14154,2020-08-09,2.5,0.02522423334474141,11.593057645243153,0.07508331699666732,2020-08-09
1157,33,OH,11689100,157,7439,153658,2020-08-16,148.5,0.18148775965887634,9.091497940083373,0.046177147929508305,2020-08-16
1156,33,NY,19453561,48,4648,553904,2020-08-16,40.0,0.029373983068116494,3.413256832515137,0.008321517065555221,2020-08-16
1155,33,NV,3080156,115,5075,24784,2020-08-16,120.0,0.5565580815665552,23.53776886625223,0.16996550453799525,2020-08-16
1154,33,NM,2096829,29,1093,41853,2020-08-16,30.0,0.2043902619486036,7.446618543660792,0.025450565826852328,2020-08-16
1149,33,NC,10488084,179,8734,-70636,2020-08-16,189.0,0.25743500910175776,11.896494018490753,-0.14109398727020128,2020-08-16
1152,33,NH,1359711,4,157,12187,2020-08-16,3.5,0.03677252004286206,1.649510184779812,0.012718729747245625,2020-08-16
1151,33,NE,1934408,16,1996,19206,2020-08-16,14.5,0.10708333357950192,14.740574746530056,0.09414206206961608,2020-08-16
1150,33,ND,762062,13,993,10137,2020-08-16,10.0,0.1874613126715974,18.61490834828962,0.08921832884097035,2020-08-16
1158,33,OK,3956971,58,4776,56134,2020-08-16,55.5,0.20036971280738292,17.242626096721818,0.07841076998850763,2020-08-16
1153,33,NJ,8882190,56,2682,185652,2020-08-16,58.0,0.09328458731139826,4.313607985675348,0.014240657555194495,2020-08-16
1159,33,OR,4217737,32,1990,39770,2020-08-16,31.0,0.1049987571195508,6.740242795738906,0.04765325670498084,2020-08-16
1165,33,TX,28995881,1524,49220,363957,2020-08-16,1573.0,0.7749869221572737,24.24974971937763,0.11912570157583796,2020-08-16
1161,33,RI,1059361,7,608,10980,2020-08-16,7.5,0.10113913684084759,8.199012693231378,0.05246807041767346,2020-08-16
1162,33,SC,5148714,238,6062,75555,2020-08-16,246.0,0.6825560157906837,16.819734015134653,0.07427374199002659,2020-08-16
1163,33,SD,884659,7,669,7208,2020-08-16,9.0,0.14533444928659356,10.803194063636786,0.08493081122254666,2020-08-16
1164,33,TN,6829174,143,10996,133224,2020-08-16,146.5,0.30645831294635967,23.002154328724714,0.07624462626542781,2020-08-16
1166,33,UT,3205958,27,2525,24488,2020-08-16,26.0,0.11585571970330596,11.251372778878755,0.09347351275311887,2020-08-16
1167,33,VA,8535519,55,6601,102989,2020-08-16,81.5,0.1364047943992292,11.04795150710812,0.06023359795601788,2020-08-16
1168,33,VT,623989,0,57,8743,2020-08-16,0.5,0.011447088238506034,1.3049680591896882,0.006477272727272727,2020-08-16
1169,33,WA,7614893,78,3811,91120,2020-08-16,87.0,0.16321399957388014,7.149523590529393,0.04014494738283596,2020-08-16
1170,33,WI,5822434,41,5411,66791,2020-08-16,45.5,0.11163716067885011,13.27623464688479,0.07494252236780144,2020-08-16
1171,33,WV,1792147,21,870,31397,2020-08-16,21.5,0.17138262494251705,6.9350178465111565,0.02696253137880807,2020-08-16
1148,33,MT,1068778,7,798,11180,2020-08-16,10.5,0.1403472002604844,10.666387219796816,0.06662214059108365,2020-08-16
1160,33,PA,12801989,154,5608,104045,2020-08-16,129.5,0.14450879468807543,6.257956143712177,0.0511431515781602,2020-08-16
1147,33,MS,2976149,188,4963,21066,2020-08-16,190.5,0.91441274325599,23.822731993593063,0.19067194283299396,2020-08-16
1172,33,WY,578759,2,236,3184,2020-08-16,2.0,0.049366711483412914,5.825271955042724,0.06900584795321638,2020-08-16
1145,33,MN,5639632,54,4254,54827,2020-08-16,49.0,0.12412157388992758,10.775779088321467,0.07200284355376517,2020-08-16
1122,33,AK,731545,2,545,23051,2020-08-16,2.0,0.03905628303307189,10.642837126512088,0.023097135107645363,2020-08-16
1123,33,AL,4903185,130,7099,76874,2020-08-16,135.5,0.3947871201503279,20.683348826178435,0.08453907803698808,2020-08-16
1124,33,AR,3017804,55,3282,54937,2020-08-16,70.5,0.3337336875233969,15.536368261727498,0.056373348906714305,2020-08-16
1125,33,AZ,7278717,356,6614,62797,2020-08-16,370.5,0.7271689698688854,12.98109464699813,0.09528749045540333,2020-08-16
1126,33,CA,39512223,931,67402,904614,2020-08-16,934.0,0.3376893560976598,24.369312612092575,0.06934247995917762,2020-08-16
1127,33,CO,5758736,32,2516,40217,2020-08-16,38.5,0.09550706960694154,6.241449016391296,0.058877214330845015,2020-08-16
1128,33,CT,3565287,12,577,72480,2020-08-16,10.5,0.042072349294741206,2.311975766006255,0.007897942702273567,2020-08-16
1129,33,DC,705749,6,467,24443,2020-08-16,5.5,0.11133055600706279,9.452976300963332,0.01874749096748294,2020-08-16
1130,33,DE,973764,2,876,11390,2020-08-16,4.0,0.05868244989839133,12.851456527747704,0.07141692483287135,2020-08-16
1131,33,FL,21477737,1272,42269,206355,2020-08-16,1190.5,0.7918498516460489,28.11482686201331,0.1700117446425124,2020-08-16
1132,33,GA,10617423,503,20434,149791,2020-08-16,431.0,0.5799093487320659,27.49389241761261,0.12004112204435306,2020-08-16
1146,33,MO,6137428,66,10096,82782,2020-08-16,57.0,0.13267539990460406,23.49983925327864,0.10870173776351773,2020-08-16
1134,33,IA,3155070,45,3639,28744,2020-08-16,49.5,0.224129054868151,16.476881427579826,0.11237377636414168,2020-08-16
1135,33,ID,1787065,34,2982,15409,2020-08-16,36.0,0.2877823214520537,23.83796896027844,0.16214452721439834,2020-08-16
1136,33,IL,12671821,110,12033,280862,2020-08-16,120.5,0.13584697664436482,13.565532530802004,0.041082981955991055,2020-08-16
1137,33,IN,6732219,92,6087,59639,2020-08-16,79.0,0.16763736125806789,12.916564784529864,0.09261175181815416,2020-08-16
1138,33,KS,2913314,22,3247,23284,2020-08-16,22.0,0.1078791075337963,15.92197555282894,0.12238513437111304,2020-08-16
1139,33,KY,4467673,40,4333,59189,2020-08-16,35.5,0.11351387112325749,13.855087424706328,0.06821258776486887,2020-08-16
1140,33,LA,4648794,244,6519,110997,2020-08-16,250.0,0.7682484040868603,20.03284538496897,0.05547329725314,2020-08-16
1141,33,MA,6892503,94,2160,127869,2020-08-16,95.5,0.19793763082666982,4.476913953775988,0.016611678933161064,2020-08-16
1142,33,MD,6045680,54,4709,98356,2020-08-16,62.0,0.1465036663723991,11.127189757219796,0.04568961335079804,2020-08-16
1143,33,ME,1344212,2,126,21111,2020-08-16,2.0,0.021255150654382323,1.3390744912260863,0.00593304139002684,2020-08-16
1144,33,MI,9986857,73,5533,214185,2020-08-16,67.5,0.09655547428842871,7.914687988709275,0.02518227910321412,2020-08-16
1133,33,HI,1415872,9,1479,15876,2020-08-16,7.0,0.07062785336527595,14.92265644674902,0.08522039757994815,2020-08-16
1208,34,OH,11689100,152,6515,147729,2020-08-23,154.5,0.18882059843297233,7.962240768872588,0.04223827182905008,2020-08-23
1207,34,NY,19453561,38,4229,548734,2020-08-23,43.0,0.031577031798225234,3.1055643598766167,0.007647889641802436,2020-08-23
1206,34,NV,3080156,125,4296,22470,2020-08-23,120.0,0.5565580815665552,19.924779320082674,0.16050212956736157,2020-08-23
1205,34,NM,2096829,31,988,47739,2020-08-23,30.0,0.2043902619486036,6.7312526268406785,0.020276232889363185,2020-08-23
1200,34,NC,10488084,184,10161,143665,2020-08-23,181.5,0.2472193341374023,13.840196441708786,0.06605515322507248,2020-08-23
1203,34,NH,1359711,6,119,11016,2020-08-23,5.0,0.05253217148980293,1.2502656814573097,0.010687022900763359,2020-08-23
1202,34,NE,1934408,15,1539,15946,2020-08-23,15.5,0.11446839106774342,11.365603474403686,0.08801830140120102,2020-08-23
1201,34,ND,762062,11,1281,9796,2020-08-23,12.0,0.22495357520591688,24.013794153231625,0.11564503024284553,2020-08-23
1209,34,OK,3956971,65,4823,52716,2020-08-23,61.5,0.2220313033811541,17.412308556216356,0.08382140808842697,2020-08-23
1204,34,NJ,8882190,45,2039,156773,2020-08-23,50.5,0.08122192515906228,3.2794357504817424,0.012839080170264212,2020-08-23
1210,34,OR,4217737,29,1675,29348,2020-08-23,30.5,0.10330522877891289,5.673319941137018,0.053992199335976536,2020-08-23
1216,34,TX,28995881,1387,41955,187032,2020-08-23,1455.5,0.7170969263826521,20.67042359765316,0.18322000812273187,2020-08-23
1212,34,RI,1059361,13,749,18744,2020-08-23,10.0,0.13485218245446345,10.100428465839313,0.0384240496588519,2020-08-23
1213,34,SC,5148714,235,5491,19244,2020-08-23,236.5,0.6561971452621818,15.235427165474164,0.2219931271477663,2020-08-23
1214,34,SD,884659,8,1002,6984,2020-08-23,7.5,0.12111204107216131,16.180568687240747,0.12546957175056347,2020-08-23
1215,34,TN,6829174,201,10229,177624,2020-08-23,172.0,0.35980088618958267,21.397693400193265,0.054452151416266976,2020-08-23
1217,34,UT,3205958,22,2463,27153,2020-08-23,24.5,0.10917173587426911,10.975101447278563,0.0831645056726094,2020-08-23
1218,34,VA,8535519,86,6279,110760,2020-08-23,70.5,0.11799433135148045,10.50902704334675,0.05364878373875375,2020-08-23
1219,34,VT,623989,0,41,9249,2020-08-23,0.0,0.0,0.9386612355574949,0.0044133476856835305,2020-08-23
1220,34,WA,7614893,91,2930,78178,2020-08-23,84.5,0.1585239421148606,5.496747341970907,0.03612467327513932,2020-08-23
1221,34,WI,5822434,43,4959,54616,2020-08-23,42.0,0.10304968678047703,12.16722373200918,0.08323961393201847,2020-08-23
1222,34,WV,1792147,18,708,40146,2020-08-23,19.5,0.15544005518042248,5.643669695781492,0.017330004405933325,2020-08-23
1199,34,MT,1068778,8,679,8146,2020-08-23,7.5,0.1002480001860603,9.075785616844657,0.07694050991501417,2020-08-23
1211,34,PA,12801989,110,4588,91569,2020-08-23,132.0,0.1472985397592738,5.119740154663243,0.04771363499277224,2020-08-23
1223,34,WY,578759,7,293,4504,2020-08-23,4.5,0.11107510083767905,7.232223232319991,0.061079841567646447,2020-08-23
1198,34,MS,2976149,156,5758,8344,2020-08-23,172.0,0.8256115057219438,27.638785174110186,0.40831087788966103,2020-08-23
1196,34,MN,5639632,61,4432,61834,2020-08-23,57.5,0.14565286731981297,11.226669703676714,0.06688196058310446,2020-08-23
1197,34,MO,6137428,59,7600,61615,2020-08-23,62.5,0.14547741217610094,17.690053320613874,0.10980278841291627,2020-08-23
1173,34,AK,731545,4,495,25430,2020-08-23,3.0,0.05858442454960783,9.666430050685292,0.01909353905496625,2020-08-23
1174,34,AL,4903185,115,6627,68618,2020-08-23,122.5,0.3569108650805548,19.30814941133744,0.08807229716260216,2020-08-23
1175,34,AR,3017804,88,3909,39741,2020-08-23,71.5,0.3384674986939415,18.504467865658984,0.089553264604811,2020-08-23
1176,34,AZ,7278717,265,4566,54329,2020-08-23,310.5,0.6094088128050982,8.961547952554197,0.07752780371848204,2020-08-23
1177,34,CA,39512223,910,42107,700789,2020-08-23,920.5,0.33280840716048804,15.223860510925224,0.05667953522431134,2020-08-23
1178,34,CO,5758736,47,1967,13460,2020-08-23,39.5,0.09798777271361533,4.879543010827376,0.1275037272314773,2020-08-23
1180,34,DC,705749,7,370,22824,2020-08-23,6.5,0.13157247528107424,7.4895101313842245,0.01595240148314219,2020-08-23
1181,34,DE,973764,7,444,11016,2020-08-23,4.5,0.06601775613569026,6.513751938721439,0.0387434554973822,2020-08-23
1182,34,FL,21477737,875,26912,168850,2020-08-23,1073.5,0.7140284046552151,17.900263089036933,0.13747305401456872,2020-08-23
1183,34,GA,10617423,430,16919,149692,2020-08-23,466.5,0.6276745039060527,22.764469306723488,0.10154791700427943,2020-08-23
1179,34,CT,3565287,7,622,84058,2020-08-23,9.5,0.03806545888571823,2.492285834412289,0.007345299952763344,2020-08-23
1185,34,IA,3155070,61,3847,26936,2020-08-23,53.0,0.23997656379822224,17.418676243995492,0.124971575220089,2020-08-23
1184,34,HI,1415872,7,1531,15354,2020-08-23,8.0,0.08071754670317252,15.447320500319643,0.09067219425525615,2020-08-23
1194,34,ME,1344212,4,167,21311,2020-08-23,3.0,0.03188272598157348,1.7748050796409238,0.007775398081758078,2020-08-23
1193,34,MD,6045680,52,3890,86596,2020-08-23,53.0,0.12523700512479277,9.19192358368762,0.04299007581283292,2020-08-23
1192,34,MA,6892503,92,2160,101545,2020-08-23,93.0,0.19275601745424392,4.476913953775988,0.020828311074682995,2020-08-23
1191,34,LA,4648794,239,5025,100726,2020-08-23,241.5,0.742127958347907,15.44179292214589,0.04751728116046184,2020-08-23
1195,34,MI,9986857,67,4549,207873,2020-08-23,70.0,0.10013160296577792,6.507123741304625,0.02141491935863517,2020-08-23
1189,34,KS,2913314,17,2971,20301,2020-08-23,19.5,0.09562011804131947,14.568583112859496,0.12766414575455484,2020-08-23
1188,34,IN,6732219,87,5517,65434,2020-08-23,89.5,0.1899182763619883,11.707029393174183,0.07775788924750884,2020-08-23
1187,34,IL,12671821,134,14182,323088,2020-08-23,122.0,0.13753801784740669,15.988230894360013,0.04204939662584873,2020-08-23
1186,34,ID,1787065,37,2185,11873,2020-08-23,35.5,0.2837853447652196,17.466788121464923,0.15542751458244417,2020-08-23
1190,34,KY,4467673,68,4214,33156,2020-08-23,54.0,0.1726689870607297,13.474576138405833,0.11276424939791277,2020-08-23
1261,35,OR,4217737,41,1617,31908,2020-08-30,35.0,0.11854698384465413,5.476870653623021,0.048232662192393735,2020-08-30
1252,35,ND,762062,5,1833,7254,2020-08-30,8.0,0.14996905013727793,34.361658612703806,0.2017167381974249,2020-08-30
1253,35,NE,1934408,16,1973,17611,2020-08-30,15.5,0.11446839106774342,14.570718424300503,0.10074550653594772,2020-08-30
1254,35,NH,1359711,3,147,13084,2020-08-30,4.5,0.04727895434082264,1.544445841800206,0.01111027133247676,2020-08-30
1255,35,NJ,8882190,41,2117,185219,2020-08-30,43.0,0.0691592630067263,3.404887436866037,0.01130055088183798,2020-08-30
1256,35,NM,2096829,25,887,36746,2020-08-30,28.0,0.1907642444853634,6.043138744947046,0.023569739324529004,2020-08-30
1257,35,NV,3080156,105,3307,18149,2020-08-30,115.0,0.5333681615012821,15.337813131171648,0.15412938105891125,2020-08-30
1258,35,NY,19453561,39,4363,571270,2020-08-30,38.5,0.02827245870306213,3.2039672031548068,0.0075794820658301384,2020-08-30
1259,35,OH,11689100,150,7460,205511,2020-08-30,151.0,0.184543109148083,9.11716287579271,0.03502824328194919,2020-08-30
1260,35,OK,3956971,73,4855,47210,2020-08-30,69.0,0.24910829159836798,17.52783703927647,0.09324882358590224,2020-08-30
1262,35,PA,12801989,95,4456,91927,2020-08-30,102.5,0.11437954791913306,4.97244161490397,0.04623221937478601,2020-08-30
1251,35,NC,10488084,161,11014,153787,2020-08-30,172.5,0.23496052418017574,15.002059207654815,0.06683211873714359,2020-08-30
1264,35,SC,5148714,205,6336,44201,2020-08-30,220.0,0.6104159490810993,17.579979333535658,0.12537348873102874,2020-08-30
1265,35,SD,884659,6,2046,6845,2020-08-30,7.0,0.11303790500068388,33.0393648044856,0.2301203464177258,2020-08-30
1266,35,TN,6829174,180,9178,134639,2020-08-30,190.5,0.39850040011113663,19.199142636325522,0.06381721215155371,2020-08-30
1267,35,TX,28995881,1140,32817,223867,2020-08-30,1263.5,0.6225022098828451,16.168306309240464,0.12784980754546446,2020-08-30
1268,35,UT,3205958,22,2739,25384,2020-08-30,22.0,0.0980317628258743,12.20495447182135,0.0973935924332397,2020-08-30
1269,35,VA,8535519,102,6781,95759,2020-08-30,94.0,0.15732577513530727,11.349213629707645,0.0661302906182953,2020-08-30
1270,35,VT,623989,0,56,13003,2020-08-30,0.0,0.0,1.282073882712676,0.00428823033922965,2020-08-30
1271,35,WA,7614893,48,2661,79657,2020-08-30,69.5,0.13038359736074334,4.992097159380402,0.03232585825700333,2020-08-30
1272,35,WI,5822434,41,5095,54153,2020-08-30,42.0,0.10304968678047703,12.500908432060248,0.08599446394815015,2020-08-30
1273,35,WV,1792147,35,838,34091,2020-08-30,26.5,0.21123904934775362,6.6799367303176425,0.02399152566635174,2020-08-30
1274,35,WY,578759,0,241,10160,2020-08-30,3.5,0.08639174509597258,5.948688733751255,0.023170848956831074,2020-08-30
1263,35,RI,1059361,12,640,18805,2020-08-30,12.5,0.16856522806807933,8.630539677085661,0.032913345332990486,2020-08-30
1250,35,MT,1068778,14,911,35001,2020-08-30,11.0,0.1470304002728884,12.176790422600122,0.025367565159278235,2020-08-30
1249,35,MS,2976149,201,4782,30134,2020-08-30,178.5,0.8568119405312032,22.953919885827528,0.13695726887386872,2020-08-30
1248,35,MO,6137428,82,8580,50824,2020-08-30,70.5,0.16409852093464186,19.971139143535137,0.14443471820079457,2020-08-30
1225,35,AL,4903185,149,10175,49218,2020-08-30,132.0,0.3845896668623121,29.64545348730322,0.1713164851076726,2020-08-30
1226,35,AR,3017804,97,4282,42705,2020-08-30,92.5,0.43787753327537887,20.270179432272133,0.09113158958860962,2020-08-30
1227,35,AZ,7278717,259,3558,45014,2020-08-30,262.0,0.5142193525118702,6.9831773138825755,0.07325207938730133,2020-08-30
1228,35,CA,39512223,771,36240,654558,2020-08-30,840.5,0.30388426531058144,13.102636258007697,0.05246106676626163,2020-08-30
1229,35,CO,5758736,28,2080,57816,2020-08-30,37.5,0.09302636650026772,5.159862461881516,0.03472685989047682,2020-08-30
1230,35,CT,3565287,5,976,104160,2020-08-30,6.0,0.024041342454137835,3.910725039206421,0.009283214122660173,2020-08-30
1231,35,DC,705749,2,369,21674,2020-08-30,4.5,0.09108863673305138,7.469268212110214,0.01674000816585764,2020-08-30
1232,35,DE,973764,4,448,12368,2020-08-30,5.5,0.08068836861028808,6.57243438861983,0.03495630461922597,2020-08-30
